Heb Sort	Greek Sort	BSB Sort	Verse	Language	WLC / Nestle Base TR RP WH NE NA SBL	WLC / Nestle Base {TR} ⧼RP⧽ (WH) 〈NE〉 [NA] ‹SBL› [[ECM]]	Translit	Parsing	Parsing	Str Heb	Str Grk	VerseId	Hdg	Crossref	Par	Space	begQ	 BSB version 	pnc	endQ	footnotes	End text
999999	136228	668360	27942	Greek	χάρισμα	χάρισμα	charisma	N-ANS	Noun - Accusative Neuter Singular		5486							 gift 				
999999	136231	668361	27942	Greek	εἰς	εἰς	eis	Prep	Preposition		1519							 to 				
999999	136232	668362	27942	Greek	τὸ	τὸ	to	Art-ANS	Article - Accusative Neuter Singular		3588							 - 				
999999	136233	668363	27942	Greek	στηριχθῆναι	στηριχθῆναι	stērichthēnai	V-ANP	Verb - Aorist Infinitive Passive		4741							 strengthen 				
999999	136234	668364	27942	Greek	ὑμᾶς	ὑμᾶς	hymas	PPro-A2P	Personal / Possessive Pronoun - Accusative 2nd Person Plural		4771							 you 	,			
999999	136235	668365	27942	Greek																		
999999	136236	668366	27942	Greek																		
999999	136237	668367	27942	Greek																		
999999	136238	668368	27942	Greek																		
999999	136239	668369	27942	Greek																		
999999	136240	668370	27942	Greek																		
999999	136241	668371	27942	Greek																		
999999	136242	668372	27942	Greek																		
999999	136243	668373	27942	Greek																		
999999	136244	668374	27942	Greek																		
999999	136247	668375	27943	Greek	δέ	δέ	de	Conj	Conjunction		1161	Romans 1:12						 - 				
999999	136246	668376	27943	Greek	τοῦτο	τοῦτο	touto	DPro-NNS	Demonstrative Pronoun - Nominative Neuter Singular		3778							 that 				
999999	136248	668377	27943	Greek	ἐστιν	ἐστιν	estin	V-PIA-3S	Verb - Present Indicative Active - 3rd Person Singular		1510							 is 	,			
999999	136258	668378	27943	Greek	τε	τε	te	Conj	Conjunction		5037							 [that] 				
999999	136257	668379	27943	Greek	ὑμῶν	ὑμῶν	hymōn	PPro-G2P	Personal / Possessive Pronoun - Genitive 2nd Person Plural		4771							 you 				
999999	136259	668380	27943	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 and 				
999999	136260	668381	27943	Greek	ἐμοῦ	ἐμοῦ	emou	PPro-G1S	Personal / Possessive Pronoun - Genitive 1st Person Singular		1473							 I 				
999999	136249	668382	27943	Greek	συμπαρακληθῆναι	συμπαρακληθῆναι	symparaklēthēnai	V-ANP	Verb - Aorist Infinitive Passive		4837							 may be mutually encouraged 				
999999	136250	668383	27943	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 . . . 				
999999	136251	668384	27943	Greek	ὑμῖν	ὑμῖν	hymin	PPro-D2P	Personal / Possessive Pronoun - Dative 2nd Person Plural		4771							 . . . 				
999999	136252	668385	27943	Greek	διὰ	διὰ	dia	Prep	Preposition		1223							 by 				
999999	136254	668386	27943	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 - 				
999999	136255	668387	27943	Greek	ἀλλήλοις	ἀλλήλοις	allēlois	RecPro-DMP	Personal / Reciprocal Pronoun - Dative Masculine Plural		240							 each other’s 				
999999	136253	668388	27943	Greek	τῆς	τῆς	tēs	Art-GFS	Article - Genitive Feminine Singular		3588							 - 				
999999	136256	668389	27943	Greek	πίστεως	πίστεως	pisteōs	N-GFS	Noun - Genitive Feminine Singular		4102							 faith 	.			
999999	136261	668390	27943	Greek																		
999999	136262	668391	27943	Greek																		
999999	136263	668392	27943	Greek																		
999999	136264	668393	27943	Greek																		
999999	136265	668394	27943	Greek																		
999999	136266	668395	27943	Greek																		
999999	136267	668396	27943	Greek																		
999999	136268	668397	27943	Greek																		
999999	136269	668398	27943	Greek																		
999999	136270	668399	27943	Greek																		
999999	136274	668400	27944	Greek	δὲ	δὲ	de	Conj	Conjunction		1161	Romans 1:13			<p class=|reg|>			 - 				
999999	136272	668401	27944	Greek	Οὐ	Οὐ	Ou	Adv	Adverb		3756							 vvv 				
999999	136273	668402	27944	Greek	θέλω	θέλω	thelō	V-PIA-1S	Verb - Present Indicative Active - 1st Person Singular		2309							 I do not want 				
999999	136275	668403	27944	Greek	ὑμᾶς	ὑμᾶς	hymas	PPro-A2P	Personal / Possessive Pronoun - Accusative 2nd Person Plural		4771							 you 				
999999	136276	668404	27944	Greek	ἀγνοεῖν	ἀγνοεῖν	agnoein	V-PNA	Verb - Present Infinitive Active		50							 to be unaware 	,			
999999	136277	668405	27944	Greek	ἀδελφοί	ἀδελφοί	adelphoi	N-VMP	Noun - Vocative Masculine Plural		80							 brothers 	,			
999999	136278	668406	27944	Greek	ὅτι	ὅτι	hoti	Conj	Conjunction		3754							 how 				
999999	136279	668407	27944	Greek	πολλάκις	πολλάκις	pollakis	Adv	Adverb		4178							 often 				
999999	136280	668408	27944	Greek	προεθέμην	προεθέμην	proethemēn	V-AIM-1S	Verb - Aorist Indicative Middle - 1st Person Singular		4388							 I planned 				
999999	136281	668409	27944	Greek	ἐλθεῖν	ἐλθεῖν	elthein	V-ANA	Verb - Aorist Infinitive Active		2064							 to come 				
999999	136282	668410	27944	Greek	πρὸς	πρὸς	pros	Prep	Preposition		4314							 to 				
999999	136283	668411	27944	Greek	ὑμᾶς	ὑμᾶς	hymas	PPro-A2P	Personal / Possessive Pronoun - Accusative 2nd Person Plural		4771							 you 				
999999	136284	668412	27944	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 ([but] 				
999999	136285	668413	27944	Greek	ἐκωλύθην	ἐκωλύθην	ekōlythēn	V-AIP-1S	Verb - Aorist Indicative Passive - 1st Person Singular		2967							 have been prevented [from visiting] 			Literally <i>but have been prevented</i>	
999999	136286	668414	27944	Greek	ἄχρι	ἄχρι	achri	Prep	Preposition		891							 until 				
999999	136287	668415	27944	Greek	τοῦ	τοῦ	tou	Art-GMS	Article - Genitive Masculine Singular		3588							 vvv 				
999999	136288	668416	27944	Greek	δεῦρο	δεῦρο	deuro	Adv	Adverb		1204							 now) 	,			
999999	136289	668417	27944	Greek	ἵνα	ἵνα	hina	Conj	Conjunction		2443							 in order that 				
999999	136292	668418	27944	Greek	σχῶ	σχῶ	schō	V-ASA-1S	Verb - Aorist Subjunctive Active - 1st Person Singular		2192							 I might have 				
999999	136290	668419	27944	Greek	τινὰ	τινὰ	tina	IPro-AMS	Interrogative / Indefinite Pronoun - Accusative Masculine Singular		5100							 a 				
999999	136291	668420	27944	Greek	καρπὸν	καρπὸν	karpon	N-AMS	Noun - Accusative Masculine Singular		2590							 harvest 				
999999	136294	668421	27944	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 among 				
999999	136295	668422	27944	Greek	ὑμῖν	ὑμῖν	hymin	PPro-D2P	Personal / Possessive Pronoun - Dative 2nd Person Plural		4771							 you 				
999999	136293	668423	27944	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 - 	,			
999999	136297	668424	27944	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 just 				
999999	136296	668425	27944	Greek	καθὼς	καθὼς	kathōs	Adv	Adverb		2531							 as 				
999999	136298	668426	27944	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 [I have had] among 				
999999	136299	668427	27944	Greek	τοῖς	τοῖς	tois	Art-DNP	Article - Dative Neuter Plural		3588							 the 				
999999	136300	668428	27944	Greek	λοιποῖς	λοιποῖς	loipois	Adj-DNP	Adjective - Dative Neuter Plural		3062							 other 				
999999	136301	668429	27944	Greek	ἔθνεσιν	ἔθνεσιν	ethnesin	N-DNP	Noun - Dative Neuter Plural		1484							 Gentiles 	.			
999999	136302	668430	27944	Greek																		
999999	136303	668431	27944	Greek																		
999999	136304	668432	27944	Greek																		
999999	136305	668433	27944	Greek																		
999999	136306	668434	27944	Greek																		
999999	136307	668435	27944	Greek																		
999999	136308	668436	27944	Greek																		
999999	136309	668437	27944	Greek																		
999999	136310	668438	27944	Greek																		
999999	136311	668439	27944	Greek																		
999999	136322	668440	27945	Greek	εἰμί	εἰμί	eimi	V-PIA-1S	Verb - Present Indicative Active - 1st Person Singular		1510	Romans 1:14						 I am 				
999999	136321	668441	27945	Greek	ὀφειλέτης	ὀφειλέτης	opheiletēs	N-NMS	Noun - Nominative Masculine Singular		3781							 obligated 				
999999	136314	668442	27945	Greek	τε	τε	te	Conj	Conjunction		5037							 both 				
999999	136313	668443	27945	Greek	Ἕλλησίν	Ἕλλησίν	Hellēsin	N-DMP	Noun - Dative Masculine Plural		1672							 to Greeks 				
999999	136315	668444	27945	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 and 				
999999	136316	668445	27945	Greek	Βαρβάροις	Βαρβάροις	Barbarois	Adj-DMP	Adjective - Dative Masculine Plural		915							 non-Greeks 	,		Literally <i>to Greeks and barbarians</i>	
999999	136318	668446	27945	Greek	τε	τε	te	Conj	Conjunction		5037							 both 				
999999	136317	668447	27945	Greek	σοφοῖς	σοφοῖς	sophois	Adj-DMP	Adjective - Dative Masculine Plural		4680							 to [the] wise 				
999999	136319	668448	27945	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 and 				
999999	136320	668449	27945	Greek	ἀνοήτοις	ἀνοήτοις	anoētois	Adj-DMP	Adjective - Dative Masculine Plural		453							 [the] foolish 	.			
999999	136323	668450	27945	Greek																		
999999	136324	668451	27945	Greek																		
999999	136325	668452	27945	Greek																		
999999	136326	668453	27945	Greek																		
999999	136327	668454	27945	Greek																		
999999	136328	668455	27945	Greek																		
999999	136329	668456	27945	Greek																		
999999	136330	668457	27945	Greek																		
999999	136331	668458	27945	Greek																		
999999	136332	668459	27945	Greek																		
999999	136334	668460	27946	Greek	οὕτως	οὕτως	houtōs	Adv	Adverb		3779	Romans 1:15						 That is why 				
999999	136335	668461	27946	Greek	τὸ	τὸ	to	Art-NNS	Article - Nominative Neuter Singular		3588							 - 				
999999	136336	668462	27946	Greek	κατ’	κατ’	kat’	Prep	Preposition		2596							 - 				
999999	136337	668463	27946	Greek	ἐμὲ	ἐμὲ	eme	PPro-A1S	Personal / Possessive Pronoun - Accusative 1st Person Singular		1473							 I 				
999999	136338	668464	27946	Greek	πρόθυμον	πρόθυμον	prothymon	Adj-NNS	Adjective - Nominative Neuter Singular		4289							 am [so] eager 				
999999	136344	668465	27946	Greek	εὐαγγελίσασθαι	εὐαγγελίσασθαι	euangelisasthai	V-ANM	Verb - Aorist Infinitive Middle		2097							 to preach the gospel 				
999999	136339	668466	27946	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 also 				
999999	136340	668467	27946	Greek	ὑμῖν	ὑμῖν	hymin	PPro-D2P	Personal / Possessive Pronoun - Dative 2nd Person Plural		4771							 to you 				
999999	136341	668468	27946	Greek	τοῖς	τοῖς	tois	Art-DMP	Article - Dative Masculine Plural		3588							 who [are] 				
999999	136342	668469	27946	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 in 				
999999	136343	668470	27946	Greek	Ῥώμῃ	Ῥώμῃ	Rhōmē	N-DFS	Noun - Dative Feminine Singular		4516							 Rome 	.			
999999	136345	668471	27946	Greek																		
999999	136346	668472	27946	Greek																		
999999	136347	668473	27946	Greek																		
999999	136348	668474	27946	Greek																		
999999	136349	668475	27946	Greek																		
999999	136350	668476	27946	Greek																		
999999	136351	668477	27946	Greek																		
999999	136352	668478	27946	Greek																		
999999	136353	668479	27946	Greek																		
999999	136354	668480	27946	Greek																		
999999	136357	668481	27947	Greek	γὰρ	γὰρ	gar	Conj	Conjunction		1063	Romans 1:16			<p class=|reg|>			 - 				
999999	136356	668482	27947	Greek	Οὐ	Οὐ	Ou	Adv	Adverb		3756							 vvv 				
999999	136358	668483	27947	Greek	ἐπαισχύνομαι	ἐπαισχύνομαι	epaischynomai	V-PIM/P-1S	Verb - Present Indicative Middle or Passive - 1st Person Singular		1870							 I am not ashamed of 				
999999	136359	668484	27947	Greek	τὸ	τὸ	to	Art-ANS	Article - Accusative Neuter Singular		3588							 the 				
999999	136360	668485	27947	Greek	εὐαγγέλιον	εὐαγγέλιον	euangelion	N-ANS	Noun - Accusative Neuter Singular		2098							 gospel 	,			
999999	136362	668486	27947	Greek	γὰρ	γὰρ	gar	Conj	Conjunction		1063							 because 				
999999	136364	668487	27947	Greek	ἐστιν	ἐστιν	estin	V-PIA-3S	Verb - Present Indicative Active - 3rd Person Singular		1510							 it is 				
999999	136361	668488	27947	Greek	δύναμις	δύναμις	dynamis	N-NFS	Noun - Nominative Feminine Singular		1411							 [the] power 				
999999	136363	668489	27947	Greek	Θεοῦ	Θεοῦ	Theou	N-GMS	Noun - Genitive Masculine Singular		2316							 of God 				
999999	136365	668490	27947	Greek	εἰς	εἰς	eis	Prep	Preposition		1519							 for 				
999999	136366	668491	27947	Greek	σωτηρίαν	σωτηρίαν	sōtērian	N-AFS	Noun - Accusative Feminine Singular		4991							 salvation 				
999999	136367	668492	27947	Greek	παντὶ	παντὶ	panti	Adj-DMS	Adjective - Dative Masculine Singular		3956							 to everyone 				
999999	136368	668493	27947	Greek	τῷ	τῷ	tō	Art-DMS	Article - Dative Masculine Singular		3588							 who 				
999999	136369	668494	27947	Greek	πιστεύοντι	πιστεύοντι	pisteuonti	V-PPA-DMS	Verb - Present Participle Active - Dative Masculine Singular		4100							 believes 	,			
999999	136371	668495	27947	Greek	τε	τε	te	Conj	Conjunction		5037							 - 				
999999	136372	668496	27947	Greek	πρῶτον	πρῶτον	prōton	Adv-S	Adverb - Superlative		4412							 first 				
999999	136370	668497	27947	Greek	Ἰουδαίῳ	Ἰουδαίῳ	Ioudaiō	Adj-DMS	Adjective - Dative Masculine Singular		2453							 to [the] Jew 	,			
999999	136373	668498	27947	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 then 				
999999	136374	668499	27947	Greek	Ἕλληνι	Ἕλληνι	Hellēni	N-DMS	Noun - Dative Masculine Singular		1672							 to [the] Greek 	.			
999999	136375	668500	27947	Greek																		
999999	136376	668501	27947	Greek																		
999999	136377	668502	27947	Greek																		
999999	136378	668503	27947	Greek																		
999999	136379	668504	27947	Greek																		
999999	136380	668505	27947	Greek																		
999999	136381	668506	27947	Greek																		
999999	136382	668507	27947	Greek																		
999999	136383	668508	27947	Greek																		
999999	136384	668509	27947	Greek																		
999999	136387	668510	27948	Greek	γὰρ	γὰρ	gar	Conj	Conjunction		1063	Romans 1:17						 For 				
999999	136389	668511	27948	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 - 				
999999	136390	668512	27948	Greek	αὐτῷ	αὐτῷ	autō	PPro-DN3S	Personal / Possessive Pronoun - Dative Neuter 3rd Person Singular		846							 [the gospel] 				
999999	136391	668513	27948	Greek	ἀποκαλύπτεται	ἀποκαλύπτεται	apokalyptetai	V-PIM/P-3S	Verb - Present Indicative Middle or Passive - 3rd Person Singular		601							 reveals 				
999999	136386	668514	27948	Greek	δικαιοσύνη	δικαιοσύνη	dikaiosynē	N-NFS	Noun - Nominative Feminine Singular		1343							 [the] righteousness 				
999999	136388	668515	27948	Greek	Θεοῦ	Θεοῦ	Theou	N-GMS	Noun - Genitive Masculine Singular		2316							 of God 				
999999	136392	668516	27948	Greek	ἐκ	ἐκ	ek	Prep	Preposition		1537							 [that comes] by 				
999999	136393	668517	27948	Greek	πίστεως	πίστεως	pisteōs	N-GFS	Noun - Genitive Feminine Singular		4102							 faith [from start] 				
999999	136394	668518	27948	Greek	εἰς	εἰς	eis	Prep	Preposition		1519							 to 				
999999	136395	668519	27948	Greek	πίστιν	πίστιν	pistin	N-AFS	Noun - Accusative Feminine Singular		4102							 [finish] 	,		Literally <i>For in it is revealed the righteousness of God from faith to faith</i>	
999999	136396	668520	27948	Greek	καθὼς	καθὼς	kathōs	Adv	Adverb		2531							 just as 				
999999	136397	668521	27948	Greek	γέγραπται	γέγραπται	gegraptai	V-RIM/P-3S	Verb - Perfect Indicative Middle or Passive - 3rd Person Singular		1125							 it is written 	:			
999999	136399	668522	27948	Greek	δὲ	δὲ	de	Conj	Conjunction		1161						“	 - 				
999999	136398	668523	27948	Greek	Ὁ	Ὁ	Ho	Art-NMS	Article - Nominative Masculine Singular		3588							 The 				
999999	136400	668524	27948	Greek	δίκαιος	δίκαιος	dikaios	Adj-NMS	Adjective - Nominative Masculine Singular		1342							 righteous 				
999999	136403	668525	27948	Greek	ζήσεται	ζήσεται	zēsetai	V-FIM-3S	Verb - Future Indicative Middle - 3rd Person Singular		2198							 will live 				
999999	136401	668526	27948	Greek	ἐκ	ἐκ	ek	Prep	Preposition		1537							 by 				
999999	136402	668527	27948	Greek	πίστεως	πίστεως	pisteōs	N-GFS	Noun - Genitive Feminine Singular		4102							 faith 	.”		Habakkuk 2:4	
999999	136404	668528	27948	Greek																		
999999	136405	668529	27948	Greek																		
999999	136406	668530	27948	Greek																		
999999	136407	668531	27948	Greek																		
999999	136408	668532	27948	Greek																		
999999	136409	668533	27948	Greek																		
999999	136410	668534	27948	Greek																		
999999	136411	668535	27948	Greek																		
999999	136412	668536	27948	Greek																		
999999	136413	668537	27948	Greek																		
999999	136416	668538	27949	Greek	γὰρ	γὰρ	gar	Conj	Conjunction		1063	Romans 1:18	<p class=|hdg|>God’s Wrath against Sin		<p class=|reg|>			 - 				
999999	136417	668539	27949	Greek	ὀργὴ	ὀργὴ	orgē	N-NFS	Noun - Nominative Feminine Singular		3709							 [The] wrath 				
